"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"17","2006","6","Madhya Pradesh","Panna","56.22","25.5","453.58","61.66","57.87","938.53","3.84","2.63","684.9","0.0","0.0","0.0","3.84","2.63","684.9","0.04","0.03","750.0","2.18","0.89","408.26","0.0","0.0","0.0","3.27","3.28","1003.06","89.45","66.1","738.96","4.15","1.62","390.36","30.3","12.76","421.12","0.14","0.09","642.86","6.65","2.13","320.3","2.7","1.01","374.07","0.0","0.0","0.0","0.0","0.0","0.0","1.53","0.67","437.91","0.0","0.0","0.0","1.66","0.75","451.81","12.69","4.64","365.64","0.22","0.16","727.27","0.0","0.0","0.0","0.47","1.89","2.36","0.57","0.36","0.0"
"17","2007","6","Madhya Pradesh","Panna","49.8","15.31","307.43","53.6","53.2","992.54","5.1","3.8","745.1","0.0","0.0","0.0","5.1","3.8","745.1","0.0","0.0","0.0","2.0","1.2","600.0","0.1","0.0","0.0","3.2","2.8","875.0","92.9","69.0","742.73","6.2","1.9","306.45","33.7","14.1","418.4","0.1","0.0","0.0","8.1","3.4","419.75","2.9","1.2","413.79","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.4","400.0","0.0","0.0","0.0","4.5","2.3","511.11","16.7","7.3","437.13","0.1","0.2","2000.0","0.0","0.0","0.0","0.43","2.05","2.49","0.46","0.28","0.0"
"17","2008","6","Madhya Pradesh","Panna","57.1","29.37","514.36","60.7","88.3","1454.7","5.0","6.9","1380.0","0.0","0.0","0.0","5.0","6.9","1380.0","0.0","0.0","0.0","2.2","1.9","863.64","1.1","0.4","363.64","3.5","3.1","885.71","94.0","98.0","1042.55","5.8","3.5","603.45","31.7","13.7","432.18","0.1","0.1","1000.0","11.1","7.6","684.68","3.7","2.4","648.65","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.7","583.33","0.0","0.0","0.0","5.3","3.6","679.25","14.1","9.3","659.57","0.1","0.2","2000.0","0.0","0.0","0.0","0.45","2.3","2.75","0.67","0.49","0.0"
"17","2009","6","Madhya Pradesh","Panna","58.3","28.6","490.57","68.3","97.1","1421.67","5.2","7.7","1480.77","0.1","0.0","0.0","5.3","7.7","1452.83","0.1","0.1","1000.0","2.4","1.3","541.67","0.1","0.0","0.0","3.5","4.6","1314.29","99.4","106.5","1071.43","7.3","4.2","575.34","47.1","24.2","513.8","0.1","0.1","1000.0","25.7","11.5","447.47","4.5","2.9","644.44","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.6","600.0","0.0","0.0","0.0","11.1","7.8","702.7","42.5","22.9","538.82","0.1","0.3","3000.0","0.0","0.0","0.0","0.43","2.89","3.33","0.91","0.6","0.0"
"17","2010","6","Madhya Pradesh","Panna","53.7","51.6","960.89","62.8","89.1","1418.79","6.85","11.72","1711.24","0.01","0.01","2000.0","6.86","11.73","1711.49","0.07","0.1","1470.59","2.6","2.4","923.08","0.1","0.0","0.0","2.9","3.4","1172.41","77.5","72.5","935.48","11.7","1.9","162.39","82.4","27.4","332.52","0.1","0.2","2000.0","28.5","13.5","473.68","3.7","1.6","432.43","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.4","500.0","0.0","0.0","0.0","8.8","7.8","886.36","42.1","23.5","558.19","0.2","0.4","2000.0","0.0","0.0","0.0","0.45","4.38","4.83","1.1","0.63","0.0"
"17","2011","6","Madhya Pradesh","Panna","61.3","61.0","995.11","67.0","103.7","1547.76","7.28","9.96","1367.74","0.0","0.0","0.0","7.28","9.96","1367.74","0.08","0.09","1146.34","4.7","2.9","617.02","0.1","0.0","0.0","3.2","4.7","1468.75","99.4","106.8","1074.45","15.4","6.4","415.58","65.1","22.8","350.23","0.2","0.2","1000.0","19.8","13.6","686.87","8.3","5.5","662.65","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.8","615.38","0.0","0.0","0.0","16.3","9.8","601.23","46.1","29.9","648.59","0.1","0.2","2000.0","0.0","0.0","0.0","0.46","6.26","6.72","1.48","0.84","0.0"
"17","2012","6","Madhya Pradesh","Panna","63.64","64.91","1019.96","82.54","156.45","1895.44","6.94","10.98","1582.13","0.0","0.0","0.0","6.94","10.98","1582.13","0.0","0.0","0.0","2.56","3.86","1507.81","0.0","0.0","0.0","4.26","4.99","1171.36","90.09","96.36","1069.6","14.28","4.71","329.83","0.0","0.0","0.0","0.24","0.3","1250.0","25.23","15.79","625.84","4.18","2.32","555.02","0.0","0.0","0.0","0.0","0.0","0.0","0.52","0.27","519.23","0.0","0.0","0.0","17.03","14.6","857.31","0.0","0.0","0.0","0.15","0.38","2533.33","0.0","0.0","0.0","0.45","5.36","5.81","1.5","0.84","0.0"
"17","2013","6","Madhya Pradesh","Panna","80.65","91.51","1134.66","85.23","151.52","1777.78","3.9","3.88","994.87","0.0","0.0","0.0","3.9","3.88","994.87","0.01","0.02","2000.0","3.48","4.73","1359.2","0.0","0.0","0.0","3.77","6.58","1745.36","83.26","37.56","451.12","13.29","10.54","793.08","82.16","64.93","790.29","0.33","0.32","969.7","36.3","15.81","435.54","4.27","2.32","543.33","0.0","0.0","0.0","0.0","0.0","0.0","0.45","0.24","533.33","0.0","0.0","0.0","26.24","15.87","604.8","56.96","34.34","602.88","0.2","0.63","3150.0","0.0","0.0","0.0","0.43","7.35","7.78","1.68","0.82","0.0"
"17","2014","6","Madhya Pradesh","Panna","56.0","76.67","1369.11","63.0","123.0","1952.38","2.0","4.0","2000.0","0.0","0.0","0.0","2.0","4.0","2000.0","2.0","3.0","1500.0","8.0","13.0","1625.0","0.0","0.0","0.0","2.0","3.0","1500.0","67.0","36.0","537.31","18.0","18.0","1000.0","61.05","36.58","599.18","0.0","0.0","0.0","14.0","10.0","714.29","6.0","4.0","666.67","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1000.0","0.0","0.0","0.0","35.0","41.0","1171.43","56.22","55.7","990.75","2.0","4.0","2000.0","0.0","0.0","0.0","0.5","7.05","7.55","0.0","0.0","0.0"
"17","2015","6","Madhya Pradesh","Panna","55.0","17.33","315.09","45.0","79.0","1755.56","3.0","3.0","1000.0","0.0","0.0","0.0","3.0","3.0","1000.0","0.0","0.0","0.0","2.0","3.0","1500.0","0.0","0.0","0.0","4.0","9.0","2250.0","72.0","84.0","1166.67","18.0","11.0","611.11","91.0","105.0","1153.85","0.0","0.0","0.0","29.0","11.0","379.31","6.0","4.0","666.67","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","29.0","18.0","620.69","64.32","27.67","430.19","0.0","0.0","0.0","0.0","0.0","0.0","0.5","6.62","7.12","0.0","0.0","0.0"
"17","2016","6","Madhya Pradesh","Panna","69.0","179.33","2598.99","77.0","236.0","3064.94","4.0","8.0","2000.0","0.0","0.0","0.0","4.0","8.0","2000.0","0.0","0.0","0.0","2.0","4.0","2000.0","0.0","0.0","0.0","6.0","19.0","3166.67","94.0","140.0","1489.36","20.0","26.0","1300.0","77.0","126.0","1636.36","0.0","0.0","0.0","35.0","16.0","457.14","8.0","6.0","750.0","0.24","0.19","791.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","19.0","863.64","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.28","5.43","5.71","0.67","1.3","0.0"
"17","2017","6","Madhya Pradesh","Panna","58.4","140.2","2400.68","77.79","210.5","2706.0","7.6","17.63","2319.74","0.0","0.0","0.0","7.6","17.63","2319.74","0.0","0.0","0.0","2.6","3.51","1350.0","0.0","0.0","0.0","4.0","8.35","2087.5","93.67","167.11","1784.03","16.7","27.54","1649.1","75.09","68.21","908.38","0.0","0.0","0.0","34.6","19.58","565.9","12.6","10.87","862.7","0.0","0.0","0.0","0.0","0.0","0.0","0.21","0.13","619.05","0.0","0.0","0.0","17.5","19.3","1102.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.36","2.6","2.95","0.61","1.31","0.0"
"25","1966","6","Madhya Pradesh","Datia","1.0","0.3","300.0","21.0","7.0","333.33","23.4","12.0","512.82","0.0","0.0","0.0","23.4","12.0","512.82","2.0","1.0","500.0","1.8","1.0","555.56","0.0","0.0","0.0","1.2","0.5","416.67","31.0","7.0","225.81","3.3","0.4","121.21","5.53","-1.0","-1.0","0.0","0.0","0.0","3.5","0.2","57.14","0.4","0.1","250.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.2","142.86","0.0","0.0","0.0","0.0","0.0","0.0","6.27","-1.0","-1.0","0.2","0.3","1500.0","0.0","0.0","0.0","0.1","0.21","0.3","0.05","0.03","0.49"
"25","1967","6","Madhya Pradesh","Datia","1.0","1.0","1000.0","34.0","25.0","735.29","32.2","7.4","229.81","0.0","0.0","0.0","32.2","7.4","229.81","2.0","1.0","500.0","1.6","0.8","500.0","0.0","0.0","0.0","1.8","2.0","1111.11","31.0","18.0","580.65","7.1","4.8","676.06","6.13","-1.0","-1.0","0.0","0.0","0.0","2.6","0.3","115.38","0.8","0.2","250.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","1.1","323.53","0.0","0.0","0.0","0.0","0.0","0.0","9.06","-1.0","-1.0","0.2","0.4","2000.0","0.0","0.0","0.0","0.1","0.21","0.31","0.06","0.03","1.15"
"25","1968","6","Madhya Pradesh","Datia","1.2","1.0","833.33","45.7","32.0","700.22","17.9","9.0","502.79","0.0","0.0","0.0","17.9","9.0","502.79","1.9","1.0","526.32","1.0","0.8","800.0","0.0","0.0","0.0","2.3","2.3","1000.0","37.0","15.0","405.41","4.0","2.0","500.0","6.7","-1.0","-1.0","0.0","0.0","0.0","2.2","0.4","181.82","1.5","0.3","200.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.7","250.0","0.0","0.0","0.0","0.0","0.0","0.0","8.76","-1.0","-1.0","0.4","0.7","1750.0","0.0","0.0","0.0","0.1","0.26","0.36","0.1","0.03","2.29"
"25","1969","6","Madhya Pradesh","Datia","1.2","0.4","333.33","46.9","23.0","490.41","18.1","6.6","364.64","0.0","0.0","0.0","18.1","6.6","364.64","1.1","0.6","545.45","1.0","0.7","700.0","0.0","0.0","0.0","1.9","1.5","789.47","36.4","14.7","403.85","3.9","1.6","410.26","6.86","1.5","218.66","0.1","0.0","0.0","1.8","0.2","111.11","1.9","0.3","157.89","0.0","0.0","0.0","0.0","0.0","0.0","4.4","1.0","227.27","0.0","0.0","0.0","0.0","0.0","0.0","12.77","2.0","156.62","0.4","0.7","1750.0","0.0","0.0","0.0","0.08","0.21","0.29","0.07","0.02","0.63"
"25","1970","6","Madhya Pradesh","Datia","1.1","0.4","363.64","47.3","34.9","737.84","15.7","7.6","484.08","0.0","0.0","0.0","15.7","7.6","484.08","1.9","0.8","421.05","1.1","1.0","909.09","0.0","0.0","0.0","1.9","1.9","1000.0","37.2","15.9","427.42","3.7","2.3","621.62","5.9","1.3","220.34","0.1","0.0","0.0","3.2","0.2","62.5","5.6","1.1","196.43","0.0","0.0","0.0","0.0","0.0","0.0","5.5","1.2","218.18","0.0","0.0","0.0","0.0","0.0","0.0","12.8","1.9","148.44","0.2","0.3","1500.0","0.0","0.0","0.0","0.11","0.23","0.34","0.08","0.02","0.41"
"25","1971","6","Madhya Pradesh","Datia","1.2","0.6","500.0","49.7","36.0","724.35","19.2","9.6","500.0","0.0","0.0","0.0","19.2","9.6","500.0","1.3","0.6","461.54","1.1","0.8","727.27","0.0","0.0","0.0","1.3","1.5","1153.85","34.6","20.5","592.49","4.2","2.5","595.24","6.6","1.7","257.58","0.1","0.0","0.0","1.8","0.2","111.11","3.5","0.8","228.57","0.0","0.0","0.0","0.0","0.0","0.0","3.9","1.1","282.05","0.0","0.0","0.0","0.0","0.0","0.0","9.9","2.5","252.53","0.2","0.3","1500.0","0.0","0.0","0.0","0.08","0.23","0.32","0.07","0.02","0.31"
"25","1972","6","Madhya Pradesh","Datia","1.1","0.7","636.36","46.0","33.3","723.91","19.7","16.4","832.49","0.0","0.0","0.0","19.7","16.4","832.49","1.8","2.2","1222.22","1.3","0.9","692.31","0.0","0.0","0.0","1.5","1.4","933.33","34.0","18.5","544.12","4.7","4.0","851.06","7.3","2.2","301.37","0.1","0.0","0.0","1.8","0.4","222.22","3.7","1.2","324.32","0.0","0.0","0.0","0.0","0.0","0.0","5.0","1.6","320.0","0.0","0.0","0.0","0.0","0.0","0.0","11.3","2.6","230.09","0.2","0.3","1500.0","0.0","0.0","0.0","0.11","0.28","0.38","0.09","0.04","0.44"
"25","1973","6","Madhya Pradesh","Datia","1.3","0.6","461.54","37.8","23.9","632.28","24.4","19.9","815.57","0.0","0.0","0.0","24.4","19.9","815.57","1.7","1.6","941.18","0.7","0.6","857.14","0.0","0.0","0.0","1.3","1.7","1307.69","33.0","13.2","400.0","5.2","2.7","519.23","9.7","2.7","278.35","0.1","0.0","0.0","2.2","0.4","181.82","2.6","1.0","384.62","0.0","0.0","0.0","0.0","0.0","0.0","5.0","1.6","320.0","0.0","0.0","0.0","0.0","0.0","0.0","12.3","2.9","235.77","0.1","0.2","2000.0","0.0","0.0","0.0","0.11","0.29","0.4","0.09","0.03","0.59"
"25","1974","6","Madhya Pradesh","Datia","1.2","0.5","416.67","34.1","30.0","879.77","19.6","13.7","698.98","0.0","0.0","0.0","19.6","13.7","698.98","1.2","0.8","666.67","1.0","0.7","700.0","0.0","0.0","0.0","4.3","5.4","1255.81","39.6","26.9","679.29","4.9","3.0","612.24","8.8","2.8","318.18","0.3","0.3","1000.0","1.8","0.3","166.67","2.5","1.0","400.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","1.2","292.68","0.0","0.0","0.0","0.0","0.0","0.0","11.6","2.9","250.0","0.4","0.9","2250.0","0.0","0.0","0.0","0.1","0.31","0.41","0.12","0.02","0.83"
"25","1975","6","Madhya Pradesh","Datia","1.1","0.5","454.55","40.0","32.6","815.0","22.2","15.3","689.19","0.0","0.0","0.0","22.2","15.3","689.19","1.1","0.6","545.45","0.8","0.5","625.0","0.0","0.0","0.0","2.0","2.6","1300.0","38.6","28.4","735.75","5.8","4.1","706.9","8.6","2.9","337.21","0.2","0.2","1000.0","1.3","0.2","153.85","2.6","1.0","384.62","0.0","0.0","0.0","0.0","0.0","0.0","3.2","1.1","343.75","0.0","0.0","0.0","0.0","0.0","0.0","8.6","2.1","244.19","0.5","1.4","2800.0","0.0","0.0","0.0","0.11","0.26","0.37","0.09","0.03","0.53"
"25","1976","6","Madhya Pradesh","Datia","1.6","0.8","500.0","38.6","32.7","847.15","20.9","16.5","789.47","0.0","0.0","0.0","20.9","16.5","789.47","1.7","1.0","588.24","0.8","0.9","1125.0","0.0","0.0","0.0","1.9","1.9","1000.0","39.8","27.9","701.01","5.7","3.1","543.86","8.9","2.9","325.84","0.2","0.1","500.0","1.4","0.2","142.86","2.1","0.5","238.1","0.0","0.0","0.0","0.0","0.0","0.0","3.9","0.9","230.77","0.0","0.0","0.0","0.0","0.0","0.0","8.3","1.5","180.72","0.6","1.4","2333.33","0.0","0.0","0.0","0.1","0.27","0.37","0.09","0.02","1.14"
"25","1977","6","Madhya Pradesh","Datia","1.4","0.6","428.57","43.5","35.1","806.9","17.7","13.1","740.11","0.0","0.0","0.0","17.7","13.1","740.11","1.7","1.6","941.18","1.0","0.7","700.0","0.0","0.0","0.0","1.9","2.7","1421.05","38.8","27.3","703.61","4.5","3.1","688.89","8.5","2.8","329.41","0.1","0.1","1000.0","1.1","0.1","90.91","1.9","0.6","315.79","0.0","0.0","0.0","0.0","0.0","0.0","4.5","1.4","311.11","0.0","0.0","0.0","0.0","0.1","0.0","9.9","2.1","212.12","0.5","1.2","2400.0","0.0","0.0","0.0","0.1","0.22","0.32","0.06","0.04","0.73"
"25","1978","6","Madhya Pradesh","Datia","1.5","0.7","466.67","43.8","41.7","952.05","21.1","14.0","663.51","0.0","0.0","0.0","21.1","14.0","663.51","1.7","1.2","705.88","0.9","0.8","888.89","0.0","0.0","0.0","1.9","2.0","1052.63","33.0","18.9","572.73","4.4","2.4","545.45","12.3","3.3","268.29","0.3","0.2","666.67","1.2","0.1","83.33","2.2","0.4","181.82","0.0","0.0","0.0","0.0","0.0","0.0","3.7","0.9","243.24","0.0","0.0","0.0","0.0","0.0","0.0","7.9","1.4","177.22","0.6","1.5","2500.0","0.0","0.0","0.0","0.1","0.25","0.35","0.09","0.02","0.48"
"25","1979","6","Madhya Pradesh","Datia","1.6","0.0","0.0","34.8","15.6","448.28","26.7","2.1","78.65","0.0","0.0","0.0","26.7","2.1","78.65","1.6","0.2","125.0","1.0","0.2","200.0","0.0","0.0","0.0","1.2","0.5","416.67","41.3","17.4","421.31","5.5","0.8","145.45","2.6","2.3","884.62","0.2","0.3","1500.0","0.6","0.0","0.0","1.0","0.1","100.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","0.2","62.5","0.0","0.0","0.0","0.0","0.0","0.0","13.6","0.4","29.41","0.6","0.7","1166.67","0.0","0.0","0.0","0.09","0.38","0.47","0.11","0.06","0.58"
"25","1980","6","Madhya Pradesh","Datia","1.5","0.7","466.67","43.6","52.3","1199.54","26.2","19.1","729.01","0.0","0.0","0.0","26.2","19.1","729.01","1.7","0.9","529.41","1.0","1.5","1500.0","0.0","0.0","0.0","2.0","3.2","1600.0","34.4","20.1","584.3","6.3","3.2","507.94","3.2","4.0","1250.0","0.2","0.3","1500.0","1.3","0.2","153.85","1.0","0.5","500.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","1.1","289.47","0.0","0.0","0.0","0.0","0.0","0.0","7.2","1.4","194.44","0.5","1.4","2800.0","0.0","0.0","0.0","0.12","0.3","0.42","0.1","0.04","0.78"
"25","1981","6","Madhya Pradesh","Datia","1.3","0.1","76.92","42.5","45.5","1070.59","19.3","14.1","730.57","0.0","0.0","0.0","19.3","14.1","730.57","1.3","0.3","230.77","1.0","0.5","500.0","0.0","0.0","0.0","1.8","2.3","1277.78","38.6","25.7","665.8","7.1","5.3","746.48","3.7","2.0","540.54","0.2","0.3","1500.0","1.1","0.1","90.91","1.0","0.6","600.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","0.8","296.3","0.0","0.0","0.0","0.0","0.0","0.0","13.3","2.0","150.38","0.5","1.2","2400.0","0.0","0.0","0.0","0.1","0.4","0.5","0.12","0.03","1.13"
"25","1982","6","Madhya Pradesh","Datia","1.3","0.7","538.46","40.6","45.4","1118.23","18.4","10.2","554.35","0.0","0.0","0.0","18.4","10.2","554.35","1.4","0.7","500.0","1.0","1.2","1200.0","0.0","0.0","0.0","1.6","2.3","1437.5","45.4","31.0","682.82","5.7","3.3","578.95","1.7","5.1","3000.0","0.3","0.2","666.67","1.8","0.2","111.11","2.0","0.6","300.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3","1.2","363.64","0.0","0.0","0.0","0.6","0.3","500.0","9.3","1.7","182.8","0.9","2.5","2777.78","0.0","0.0","0.0","0.12","0.31","0.44","0.1","0.01","2.06"
"25","1983","6","Madhya Pradesh","Datia","1.1","0.7","636.36","44.6","53.0","1188.34","21.3","16.8","788.73","0.0","0.0","0.0","21.3","16.8","788.73","1.0","0.9","900.0","1.0","1.6","1600.0","0.0","0.0","0.0","1.5","2.3","1533.33","42.9","27.5","641.03","5.8","4.8","827.59","2.6","9.9","3807.69","0.3","0.2","666.67","1.1","0.3","272.73","2.0","0.8","400.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","1.3","419.35","0.0","0.0","0.0","0.7","0.5","714.29","13.1","3.5","267.18","0.7","1.8","2571.43","0.0","0.0","0.0","0.12","0.35","0.47","0.09","0.03","2.62"
"25","1984","6","Madhya Pradesh","Datia","1.2","0.6","500.0","42.4","72.6","1712.26","19.1","17.8","931.94","0.0","0.0","0.0","19.1","17.8","931.94","1.1","1.2","1090.91","1.3","1.5","1153.85","0.0","0.0","0.0","1.5","2.1","1400.0","40.3","32.9","816.38","5.3","3.9","735.85","11.8","5.7","483.05","0.5","0.3","600.0","1.3","0.4","307.69","2.7","1.0","370.37","0.0","0.0","0.0","0.0","0.0","0.0","4.3","1.4","325.58","0.0","0.0","0.0","3.1","2.3","741.94","13.9","5.0","359.71","0.8","2.0","2500.0","0.0","0.0","0.0","0.12","0.5","0.63","0.09","0.02","2.19"
"25","1985","6","Madhya Pradesh","Datia","1.3","0.9","692.31","42.6","54.1","1269.95","17.0","15.7","923.53","0.0","0.0","0.0","17.0","15.7","923.53","1.1","0.8","727.27","1.3","1.1","846.15","0.0","0.0","0.0","1.0","1.4","1400.0","43.3","36.2","836.03","5.1","3.9","764.71","10.5","3.5","333.33","1.0","0.8","800.0","1.9","0.6","315.79","1.9","0.7","368.42","0.0","0.0","0.0","0.0","0.0","0.0","4.1","1.4","341.46","0.0","0.0","0.0","2.2","1.6","727.27","13.7","4.5","328.47","0.6","1.6","2666.67","0.0","0.0","0.0","0.13","0.34","0.47","0.07","0.03","1.86"
"25","1986","6","Madhya Pradesh","Datia","1.0","0.4","400.0","37.0","66.0","1783.78","14.0","8.3","592.86","0.0","0.0","0.0","14.0","8.3","592.86","1.0","1.0","1000.0","1.0","1.0","1000.0","0.0","0.0","0.0","1.2","1.5","1250.0","44.0","30.0","681.82","4.0","3.0","750.0","9.3","3.9","419.35","1.0","1.0","1000.0","1.4","0.2","142.86","1.7","0.5","294.12","0.0","0.0","0.0","0.0","0.0","0.0","4.7","1.4","297.87","0.0","0.0","0.0","1.3","0.7","538.46","9.6","3.0","312.5","0.7","1.9","2714.29","0.0","0.0","0.0","0.13","0.32","0.45","0.08","0.03","1.82"
"25","1987","6","Madhya Pradesh","Datia","0.8","0.2","250.0","48.0","56.0","1166.67","18.3","13.8","754.1","0.0","0.0","0.0","18.3","13.8","754.1","1.0","1.0","1000.0","1.0","1.0","1000.0","0.0","0.0","0.0","1.2","1.4","1166.67","44.0","29.0","659.09","5.0","3.0","600.0","10.1","4.0","396.04","1.0","1.0","1000.0","1.3","0.3","230.77","1.4","0.6","428.57","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.0","333.33","0.0","0.0","0.0","1.9","1.8","947.37","12.0","4.0","333.33","1.0","2.2","2200.0","0.0","0.0","0.0","0.14","0.38","0.52","0.07","0.04","1.93"
"25","1988","6","Madhya Pradesh","Datia","0.9","0.5","555.56","44.3","57.5","1297.97","18.5","16.0","864.86","0.0","0.0","0.0","18.5","16.0","864.86","1.0","1.3","1300.0","0.9","0.7","777.78","0.0","0.0","0.0","1.0","1.3","1300.0","39.4","31.1","789.34","4.5","3.6","800.0","11.5","9.2","800.0","1.2","1.1","916.67","1.3","0.6","461.54","2.4","1.3","541.67","0.0","0.0","0.0","0.0","0.0","0.0","3.3","1.2","363.64","0.0","0.0","0.0","2.1","1.6","761.9","13.2","6.0","454.55","1.2","3.4","2833.33","0.0","0.0","0.0","0.13","0.38","0.51","0.07","0.03","2.1"
"25","1989","6","Madhya Pradesh","Datia","0.6","0.3","500.0","44.5","65.6","1474.16","13.3","12.4","932.33","0.0","0.0","0.0","13.3","12.4","932.33","0.8","0.7","875.0","1.2","1.6","1333.33","0.0","0.0","0.0","1.3","1.7","1307.69","43.4","31.3","721.2","3.4","2.5","735.29","11.8","4.1","347.46","1.8","1.5","833.33","1.3","0.6","461.54","3.4","1.6","470.59","0.0","0.0","0.0","0.0","0.0","0.0","3.8","1.5","394.74","0.0","0.0","0.0","1.3","0.7","538.46","14.3","6.0","419.58","1.2","3.3","2750.0","0.0","0.0","0.0","0.06","0.38","0.44","0.07","0.03","1.67"
"25","1990","6","Madhya Pradesh","Datia","0.7","0.4","571.43","46.4","73.5","1584.05","15.0","14.1","940.0","0.0","0.0","0.0","15.0","14.1","940.0","0.97","0.93","958.76","1.4","1.4","1000.0","0.0","0.0","0.0","1.4","2.2","1571.43","39.5","33.0","835.44","4.3","3.6","837.21","14.6","5.4","369.86","2.1","1.7","809.52","4.5","1.5","333.33","3.16","1.71","541.14","0.0","0.0","0.0","0.0","0.0","0.0","3.2","1.1","343.75","0.0","0.0","0.0","1.56","1.22","782.05","16.8","7.2","428.57","1.16","3.1","2672.41","0.0","0.0","0.0","0.12","0.49","0.61","0.05","0.01","0.0"
"25","1991","6","Madhya Pradesh","Datia","0.6","0.3","500.0","48.6","96.8","1991.77","5.1","3.7","725.49","0.0","0.0","0.0","5.1","3.7","725.49","0.64","0.48","750.0","0.9","0.7","777.78","0.0","0.0","0.0","1.9","3.0","1578.95","36.3","40.4","1112.95","3.7","2.5","675.68","10.8","4.0","370.37","2.2","1.8","818.18","1.3","0.3","230.77","9.94","5.4","543.26","0.0","0.0","0.0","0.0","0.0","0.0","3.1","1.3","419.35","0.01","0.0","0.0","0.19","0.15","789.47","19.8","9.0","454.55","1.35","3.6","2666.67","0.0","0.0","0.0","0.12","0.33","0.45","0.07","0.02","0.0"
